,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Lyngdal,NO,58.1376,7.07,50.0,67,90,6.55,overcast clouds
456,Shimanovsk,RU,52.0,127.7,35.02,83,8,5.28,clear sky
457,Rio Gallegos,AR,-51.6226,-69.2181,53.65,26,75,44.87,broken clouds
458,Sakib,JO,32.2833,35.8095,61.92,78,0,4.74,clear sky
459,Dalhousie,IN,32.5333,75.9833,43.27,86,100,11.27,light rain
460,The Valley,AI,18.217,-63.0578,87.66,65,20,14.97,few clouds
461,Howard Springs,AU,-12.497,131.047,75.11,82,6,3.04,light rain
462,Chipinge,ZW,-20.1883,32.6236,76.66,42,42,8.34,scattered clouds
463,Latung,PH,5.5,120.8833,81.52,77,100,10.67,overcast clouds
464,Porto Belo,BR,-27.1578,-48.5531,76.78,81,71,11.32,moderate rain
465,Dubbo,AU,-32.25,148.6167,53.73,76,10,9.22,clear sky
466,Saint-Paul,RE,-21.0096,55.2707,75.31,95,60,4.9,broken clouds
467,Komsomolskiy,UZ,40.4272,71.7189,44.02,56,1,9.22,clear sky
468,Broome,US,42.2506,-75.833,50.77,75,90,1.01,light rain
469,Lipetsk,RU,52.6031,39.5708,44.46,62,39,11.54,scattered clouds
470,Lasa,IT,46.6166,10.7002,47.28,61,4,1.23,clear sky
471,Berdigestyakh,RU,62.0989,126.6992,31.32,99,100,5.91,light snow
472,Nalut,LY,30.3333,10.85,76.64,36,97,6.44,overcast clouds
473,Pouebo,NC,-20.4,164.5667,70.74,85,3,5.95,clear sky
474,Tornabe,HN,15.75,-87.55,89.85,89,40,4.61,scattered clouds
475,Kununurra,AU,-15.7667,128.7333,78.78,89,40,6.91,scattered clouds
476,Tual,ID,-5.6667,132.75,83.64,76,80,11.83,broken clouds
477,Luena,AO,-11.7833,19.9167,69.35,66,49,4.07,light rain
478,Jacareacanga,BR,-6.2222,-57.7528,88.93,57,100,1.14,overcast clouds
479,Houma,US,29.5958,-90.7195,84.99,73,40,10.36,scattered clouds
480,Bamiantong,CN,44.9333,130.5333,35.96,65,0,5.86,clear sky
481,Tefe,BR,-3.3542,-64.7114,93.31,66,40,4.61,scattered clouds
482,Tucuma,BR,-0.1833,-50.05,88.57,55,89,9.93,overcast clouds
483,Dahuk,IQ,36.8695,42.994,64.76,24,0,0.94,clear sky
484,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,38,20,32.21,few clouds
485,Tigre,AR,-34.426,-58.5796,70.27,58,75,14.97,broken clouds
486,Mareeba,AU,-17.0,145.4333,69.44,97,45,4.05,scattered clouds
487,Tonj,SS,7.2737,28.6822,76.96,74,100,2.04,overcast clouds
488,Lanzhou,CN,36.0564,103.7922,40.28,64,34,1.7,scattered clouds
489,Soma,TR,39.1855,27.6094,60.21,68,9,2.37,clear sky
490,Karratha,AU,-20.7377,116.8463,80.31,41,83,6.64,broken clouds
491,Lepe,ES,37.2548,-7.2043,70.11,69,47,8.28,scattered clouds
492,Singaparna,ID,-7.3515,108.111,72.75,94,92,1.16,overcast clouds
493,Beyneu,KZ,45.3167,55.2,54.46,24,0,12.21,clear sky
494,Hoquiam,US,46.9809,-123.8893,53.58,65,90,11.5,mist
495,Harrisburg,US,40.2737,-76.8844,61.11,82,90,3.0,overcast clouds
496,Kirovskiy,RU,45.0917,133.5136,37.35,76,0,5.06,clear sky
497,Contai,IN,21.7786,87.7536,74.17,71,26,3.58,scattered clouds
498,Falmouth,GB,50.1544,-5.0711,55.98,76,90,13.8,overcast clouds
499,Muros,ES,42.7762,-9.0603,63.23,75,88,1.28,overcast clouds
500,Kamphaeng Phet,TH,16.25,99.5,73.0,85,60,4.61,broken clouds
501,Acurenam,GQ,1.0322,10.6488,67.01,95,99,1.68,overcast clouds
502,Prince Rupert,CA,54.3161,-130.3201,46.09,76,100,23.02,light rain
503,Vilyuysk,RU,63.7553,121.6247,36.3,94,100,11.23,overcast clouds
504,Preobrazheniye,RU,42.9019,133.9064,45.03,60,2,8.84,clear sky
505,Half Moon Bay,US,37.4636,-122.4286,64.81,78,1,9.22,mist
506,Sidi Ali,DZ,36.0998,0.4206,63.81,77,56,7.18,broken clouds
507,Velizh,RU,55.6056,31.1967,41.41,84,100,12.82,light rain
508,Baykit,RU,61.67,96.37,32.94,92,99,9.44,light snow
509,Itoman,JP,26.1247,127.6694,73.42,60,75,8.05,broken clouds
510,Mandalgovi,MN,45.7625,106.2708,36.05,32,0,6.06,clear sky
511,Saint George,US,37.1041,-113.5841,75.67,25,72,1.99,broken clouds
512,Mahebourg,MU,-20.4081,57.7,75.49,78,40,10.36,scattered clouds
513,Hovd,MN,48.0056,91.6419,36.28,56,74,6.62,broken clouds
514,Hauge,NO,58.3436,6.2812,49.69,78,92,7.76,overcast clouds
515,Isangel,VU,-19.55,169.2667,75.16,87,87,11.36,overcast clouds
516,Nsanje,MW,-16.92,35.262,89.58,33,10,7.34,clear sky
517,Chapais,CA,49.7834,-74.8492,35.38,59,98,4.03,overcast clouds
518,Nantucket,US,41.2835,-70.0995,64.51,72,20,13.8,few clouds
519,Gaogou,CN,34.0175,119.1886,55.58,70,100,4.5,light rain
520,Champerico,GT,14.3,-91.9167,92.77,75,68,6.55,broken clouds
521,Tangjiazhuang,CN,39.7333,118.45,46.96,61,0,4.07,clear sky
522,Villa Carlos Paz,AR,-31.4241,-64.4978,73.06,52,69,8.01,broken clouds
523,Marawi,PH,7.9986,124.2928,67.64,93,100,3.89,light rain
524,Klaksvik,FO,62.2266,-6.589,50.92,95,100,23.22,overcast clouds
525,Mamou,GN,10.5,-12.0,74.68,92,72,2.73,light rain
526,Kutum,SD,14.2,24.6667,81.77,19,10,15.26,clear sky
527,Dalian,CN,38.9122,121.6022,57.61,81,0,4.47,light rain
528,Mudon,MM,16.2578,97.7164,76.12,89,94,4.05,overcast clouds
529,Belaya Kholunitsa,RU,58.84,50.8528,40.41,83,73,7.74,light rain
530,Alot,IN,23.7667,75.55,69.37,66,0,4.61,clear sky
531,Dhidhdhoo,MV,6.8833,73.1,80.92,81,100,14.76,heavy intensity rain
532,Cehegin,ES,38.0924,-1.7985,63.16,66,32,5.35,scattered clouds
533,Pangai,TO,-19.8,-174.35,74.5,63,96,15.3,overcast clouds
534,Novyy Urengoy,RU,66.0833,76.6333,31.68,99,100,5.32,light snow
535,Shieli,KZ,44.1667,66.75,48.04,39,15,6.62,few clouds
536,Pangody,RU,65.85,74.4859,32.09,99,100,9.55,overcast clouds
537,Saint Anthony,US,45.0205,-93.218,50.34,56,1,1.01,clear sky
538,Korem,ET,12.5058,39.5228,56.93,56,16,5.82,few clouds
539,Puerto Carreno,CO,6.189,-67.4859,92.8,48,41,6.17,scattered clouds
540,Turkistan,KZ,43.0,68.0,49.06,36,12,10.2,few clouds
541,Launceston,AU,-41.45,147.1667,49.64,94,75,3.44,broken clouds
542,Shiraz,IR,29.6036,52.5388,65.64,19,0,4.61,clear sky
543,Yuncheng,CN,35.0231,110.9928,51.06,62,38,2.35,light rain
544,Chenghai,CN,23.4632,116.768,66.11,88,75,4.47,broken clouds
545,Manhattan,US,40.7834,-73.9662,60.93,61,90,0.0,overcast clouds
546,Barpathar,IN,26.3,93.8667,69.49,92,11,0.87,few clouds
547,Abatskoye,RU,56.2875,70.4555,47.35,74,54,16.67,broken clouds
548,Kabo,CF,7.6994,18.629,73.17,93,22,4.09,moderate rain
549,Ninghai,CN,29.2892,121.4247,61.74,78,100,4.99,light rain
550,Safaga,EG,26.7292,33.9365,80.55,46,0,14.88,clear sky
551,Montpelier,US,44.2601,-72.5754,52.75,56,1,6.91,clear sky
552,Rio Negrinho,BR,-26.2544,-49.5183,73.8,50,65,3.8,moderate rain
553,Phichit,TH,16.25,100.4167,72.37,94,60,1.59,broken clouds
554,Nuuk,GL,64.1835,-51.7216,29.01,46,40,9.22,scattered clouds
555,Buala,SB,-8.145,159.5921,79.23,76,37,6.17,scattered clouds
556,Lamar,US,33.6668,-95.5836,82.36,78,75,13.8,broken clouds
557,Tougan,BF,13.0667,-3.0667,89.53,36,73,6.87,light rain
558,Ikalamavony,MG,-21.15,46.5833,75.34,29,1,2.37,clear sky
559,Campbell River,CA,50.0163,-125.2446,49.53,97,90,1.99,mist
560,Ust-Nera,RU,64.5667,143.2,-0.62,99,92,3.22,overcast clouds
561,Chibuto,MZ,-24.6867,33.5306,84.15,46,0,15.88,clear sky
562,Bogorodskoye,RU,56.55,37.8833,37.29,85,74,9.35,broken clouds
563,Namatanai,PG,-3.6667,152.4333,78.76,80,47,7.47,scattered clouds
564,Eyl,SO,7.9803,49.8164,78.76,76,5,10.27,clear sky
565,Mosquera,CO,4.7059,-74.2302,62.69,77,75,11.5,light intensity drizzle
566,Chardara,KZ,41.2547,67.9692,50.79,31,6,8.7,clear sky
567,Timra,SE,62.487,17.3257,28.11,93,40,3.44,scattered clouds
568,Maumere,ID,-8.6199,122.2111,78.98,81,100,3.31,overcast clouds
569,Visby,SE,57.6409,18.296,41.86,65,75,14.97,broken clouds
570,Port-Gentil,GA,-0.7193,8.7815,78.28,80,98,9.42,overcast clouds
571,Husavik,IS,66.0449,-17.3389,37.31,97,100,3.83,overcast clouds
572,Maningrida,AU,-12.0667,134.2667,81.1,78,51,6.33,broken clouds
573,Diamantino,BR,-14.4086,-56.4461,96.33,36,100,9.51,overcast clouds
574,Les Cayes,HT,18.2,-73.75,85.93,63,35,12.62,scattered clouds
575,Otradnoye,RU,59.7775,30.8181,37.45,85,100,9.37,light rain
576,Murashi,RU,59.3999,48.9615,39.02,85,94,7.43,moderate rain
577,Mouila,GA,-1.8685,11.0559,74.86,88,57,1.41,broken clouds
578,Kattivakkam,IN,13.2167,80.3167,84.29,78,79,6.98,broken clouds
579,Tongzi,CN,28.7829,105.0877,57.76,76,60,1.59,light rain
580,Lobatse,BW,-25.2167,25.6667,74.52,15,0,14.54,clear sky
581,Raudeberg,NO,61.9875,5.1352,46.2,72,100,8.01,overcast clouds
582,Kloulklubed,PW,7.0419,134.2556,77.5,71,99,1.61,overcast clouds
583,Denpasar,ID,-8.65,115.2167,80.26,83,40,2.3,scattered clouds
584,Maniitsoq,GL,65.4167,-52.9,26.35,50,72,7.36,broken clouds
585,Emerald,AU,-23.5333,148.1667,77.14,69,100,4.61,overcast clouds
586,Davila,PH,18.4726,120.5763,79.66,82,97,16.37,overcast clouds
587,Las Vegas,US,36.175,-115.1372,75.54,36,1,5.75,clear sky
588,Sheffield Lake,US,41.4875,-82.1015,54.81,71,90,3.0,overcast clouds
589,Watsa,CD,3.0372,29.5355,66.42,95,78,3.33,light rain
590,Cam Ranh,VN,11.9214,109.1591,78.76,83,40,5.75,scattered clouds
591,Fairbanks,US,64.8378,-147.7164,26.6,90,1,0.0,clear sky
592,Sampit,ID,-2.5333,112.95,74.39,97,68,1.92,broken clouds
593,Svetlogorsk,BY,52.6333,29.7333,42.73,75,82,13.31,broken clouds
594,Palm Harbor,US,28.0781,-82.7637,90.01,64,40,1.01,scattered clouds
595,Khasan,RU,42.4308,130.6434,46.33,53,0,7.05,clear sky
596,Yichang,CN,30.7144,111.2847,53.53,62,4,2.77,clear sky
597,Aqtobe,KZ,50.2797,57.2072,48.29,87,0,8.95,clear sky
598,Oktyabrskoye,RU,43.0645,44.7417,41.14,87,1,2.24,clear sky
599,Ust-Kuyga,RU,70.0167,135.6,-5.84,100,91,1.52,overcast clouds
600,Japura,ID,-0.3167,102.35,73.53,99,57,2.46,broken clouds
601,Juneau,US,58.3019,-134.4197,46.4,90,90,11.5,light rain
602,Tukrah,LY,32.5341,20.5791,76.75,46,3,8.7,clear sky
603,Luocheng,CN,29.3848,104.0286,57.69,86,100,2.71,light rain
604,Monrovia,LR,6.3005,-10.7969,79.68,81,62,9.13,broken clouds
605,Mayo,US,38.8876,-76.5119,67.77,66,75,1.99,broken clouds
606,Pemberton,CA,50.3164,-122.8027,46.09,87,77,3.47,broken clouds
607,Xichang,CN,27.8964,102.2634,55.27,87,61,2.13,broken clouds
608,Ati,TD,13.2154,18.3353,94.55,20,12,7.72,few clouds
609,Menongue,AO,-14.6585,17.691,74.77,44,22,5.35,few clouds
610,Kavaratti,IN,10.5669,72.642,81.79,77,69,3.94,broken clouds
611,Altay,CN,47.8667,88.1167,27.1,64,42,6.29,scattered clouds
612,Aldan,RU,58.6031,125.3894,28.33,86,98,7.65,overcast clouds
613,Coahuayana,MX,18.7333,-103.6833,88.36,62,96,3.98,overcast clouds
614,Vicuna,CL,-30.0319,-70.7081,77.77,26,0,9.57,clear sky
615,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,79,27,16.11,scattered clouds
616,Evensk,RU,61.95,159.2333,10.02,74,99,10.47,overcast clouds
617,San Felipe,VE,10.3399,-68.7425,81.61,84,70,3.02,broken clouds
618,Shenjiamen,CN,29.9576,122.298,64.92,60,100,9.22,overcast clouds
619,Drexel Heights,US,32.1412,-111.0284,81.86,28,1,4.0,clear sky
620,San Cristobal,VE,7.7669,-72.225,80.78,58,83,5.12,broken clouds
621,Alyangula,AU,-13.8483,136.4192,78.67,94,22,0.0,few clouds
622,Brasileia,BR,-11.0161,-68.7481,95.45,55,75,11.5,broken clouds
623,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,90.66,42,58,7.31,broken clouds
624,Joshimath,IN,30.5667,79.5667,52.9,63,4,6.13,clear sky
625,Aykhal,RU,66.0,111.5,23.25,92,79,20.38,broken clouds
626,Nikolayevsk-Na-Amure,RU,53.1406,140.73,29.79,97,50,4.74,scattered clouds
627,Paro,BT,27.4305,89.4133,54.25,95,99,1.1,overcast clouds
628,Vittoria,IT,36.9537,14.5332,73.92,64,40,6.91,scattered clouds
629,Qaqortoq,GL,60.7167,-46.0333,37.9,75,61,6.87,broken clouds
630,Ixtapa,MX,20.7,-105.2,86.23,82,90,4.0,overcast clouds
631,Dicabisagan,PH,17.0818,122.4157,77.52,89,100,5.44,overcast clouds
632,Gimli,CA,50.6336,-96.9907,41.43,81,68,4.61,broken clouds
633,Atocha,BO,-20.9333,-66.2333,66.42,6,35,36.24,scattered clouds
634,Tatarsk,RU,55.219,75.9828,49.44,71,100,17.29,overcast clouds
635,La Ronge,CA,55.1001,-105.2842,35.85,75,90,14.97,overcast clouds
636,Pascagoula,US,30.3658,-88.5561,83.05,55,1,4.61,clear sky
637,Prainha,BR,-1.8,-53.48,91.6,48,59,4.16,light rain
638,Straumen,NO,63.8709,11.2999,41.5,91,95,5.77,light rain
639,Port Moresby,PG,-9.4431,147.1797,74.62,100,40,3.44,haze
640,Ara,IN,25.5667,84.6667,71.49,69,0,3.27,clear sky
641,Dunedin,NZ,-45.8742,170.5036,53.8,83,100,8.99,overcast clouds
642,Union,US,40.6334,-74.2663,62.28,65,90,4.61,overcast clouds
643,Trindade,BR,-16.6494,-49.4889,85.75,25,36,5.88,scattered clouds
644,Sambava,MG,-14.2667,50.1667,75.92,91,46,3.18,light rain
645,Abengourou,CI,6.7297,-3.4964,74.35,97,74,2.91,light rain
646,Yenagoa,NG,4.9247,6.2642,73.08,97,100,3.36,overcast clouds
647,Samana,DO,19.2056,-69.3369,88.02,70,20,6.91,few clouds
648,Kulhudhuffushi,MV,6.6221,73.07,81.32,79,100,15.21,moderate rain
649,Arlit,NE,18.7369,7.3853,93.18,11,57,6.24,broken clouds
650,Kamenka,RU,51.3223,42.7678,52.68,65,100,13.69,overcast clouds
651,Seye,MX,20.8333,-89.3667,83.32,75,99,2.13,overcast clouds
652,Polunochnoye,RU,60.8697,60.4153,38.07,81,68,13.6,broken clouds
653,Aksehir,TR,38.3575,31.4164,57.56,36,0,2.04,clear sky
654,Bongandanga,CD,1.5,21.05,77.56,73,94,2.37,overcast clouds
655,Meulaboh,ID,4.1363,96.1285,76.87,89,94,2.89,moderate rain
656,Qeshm,IR,26.9581,56.2719,80.47,65,0,6.76,clear sky
657,Sokolo,ML,14.7328,-6.1219,96.3,25,30,3.76,scattered clouds
658,El Alto,PE,-4.2714,-81.2147,71.01,71,99,15.77,overcast clouds
659,Yamada,JP,39.4667,141.95,43.45,74,5,6.2,clear sky
660,Jabinyanah,TN,35.035,10.9081,76.8,83,100,12.91,overcast clouds
661,Atar,MR,20.5169,-13.0499,90.63,10,3,4.43,clear sky
662,Port Macquarie,AU,-31.4333,152.9167,63.9,94,19,6.4,few clouds
663,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.96,92,72,13.67,broken clouds
664,Visegrad,BA,43.7847,19.2992,46.44,95,100,3.04,overcast clouds
665,Camacha,PT,33.0833,-16.3333,69.53,64,40,11.5,scattered clouds
666,Kolokani,ML,13.5728,-8.0339,85.64,53,82,3.38,broken clouds
667,Skelleftea,SE,64.7507,20.9528,25.16,67,43,4.61,scattered clouds
668,Szczytno,PL,53.5626,20.9875,40.93,100,40,5.75,scattered clouds
669,Nileshwar,IN,12.25,75.1,77.63,86,94,3.38,overcast clouds
670,Acarau,BR,-2.8856,-40.12,87.3,58,82,17.78,broken clouds
671,Sorland,NO,67.667,12.6934,41.92,65,83,13.44,broken clouds
672,Buchanan,LR,5.8808,-10.0467,78.96,86,78,7.29,broken clouds
673,Belaya Gora,RU,68.5333,146.4167,-9.71,95,87,3.89,overcast clouds
674,Sonoita,MX,31.85,-112.8333,80.53,23,9,12.12,clear sky
675,Bitung,ID,1.4451,125.1824,76.05,81,97,0.87,overcast clouds
676,Matara,LK,5.9485,80.5353,78.4,81,12,8.05,few clouds
677,Sydney,AU,-33.8679,151.2073,66.31,92,75,1.01,broken clouds
678,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,97.34,32,58,17.87,broken clouds
679,Narok,KE,-1.0783,35.8601,62.56,68,98,3.13,overcast clouds
680,Camana,PE,-16.6228,-72.7111,66.61,69,51,10.29,broken clouds
681,Sorong,ID,-0.8833,131.25,79.03,83,67,7.58,broken clouds
682,Port Shepstone,ZA,-30.7414,30.455,68.2,70,5,26.98,clear sky
683,Zhuji,CN,29.7188,120.2423,60.71,95,100,0.94,overcast clouds
684,Flin Flon,CA,54.7682,-101.865,37.24,93,75,6.91,mist
